artist_name,track_name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,genre
yaeow,Lost In Between,48,0.628,0.329,9,-13.577,1,0.104,0.8,0.0855,0.256,0.407,79.976,124500,4,Pop
Tried to Tell You,The Weather Station,34,0.776,0.57,,-8.767,1,0.03,0.704,0.00215,0.109,0.784,131,3.643383333,4,Acoustic/Folk
Dravier,A Glass Steam Bath,16,0.326,0.377,1,-14.254,1,0.0503,0.961,0.869,0.067,0.645,118.223,353419,5,Indie_Alt
Bad Nerves,Dreaming,32,0.449,0.958,6,-6.602,0,0.123,0.00000533,0.000116,0.148,0.389,107.458,129373,4,Indie_Alt
S. D. Burman,Kala Pani Theme - Instrumental,,0.401,0.595,10,-7.573,1,0.0504,0.871,0.88,0.555,0.271,125.821,2.802666667,4,Bollywood
System Of A Down,Aerials,73,0.364,0.922,,-4.217,0,0.0567,0.000915,0.0346,0.0697,0.227,79.342,235053,4,Rock
Thyla,Blue,23,0.566,0.686,9,-8.101,1,0.0403,0.0000978,0.0000362,0.372,0.738,120.952,180224,4,Rock
carolesdaughter,Trailer Trash,59,0.639,0.792,10,-4.262,1,0.0348,0.012,,0.365,0.682,97.094,152272,4,Alt_Music
The Steel Woods,I Need You (feat. Ashley Monroe),46,0.5,0.511,7,-6.457,1,0.0329,0.011,0.0281,0.0999,0.385,121.071,429489,3,Rock
Jacob Pavek,Aurora,51,0.121,0.147,,-16.843,0,0.0384,0.93,0.939,0.158,0.0366,74.451,265873,5,Alt_Music
King Crimson,Red,42,0.297,0.743,9,-8.565,1,0.0299,0.00277,0.879,0.16,0.119,87.829,375749,4,Rock
Ursus,Self Affliction,5,0.363,0.976,8,-3.902,1,0.106,0.0000159,0.0268,0.332,0.298,175.062,243066,4,Metal
Laura Marling,Devil's Spoke,44,0.447,0.568,2,-9.172,1,0.0423,0.473,0.00028,0.0824,0.309,117.561,218188,4,Alt_Music
Timeflies,Once In a While - Acoustic,54,0.636,0.355,5,-7.047,1,0.0665,0.794,,0.374,0.738,99.295,3.85971667,4,Acoustic/Folk
Alien Weaponry,Holding My Breath,41,0.474,0.94,7,-6.429,1,0.141,0.000156,0.00899,0.0667,0.456,174.953,274311,4,Metal
Woolbright,Tuesday,23,0.514,0.819,11,-6.713,0,0.0375,0.0122,0.0158,0.283,0.316,142.953,162973,4,Rock
T.I.,Top Back,59,0.597,0.678,2,-5.743,1,0.3,0.0103,,0.381,0.659,160.074,282413,4,HipHop
Jason Isbell and the 400 Unit,If We Were Vampires,66,0.629,0.208,5,-16.225,1,0.0324,0.824,0.0000037,0.107,0.685,96.609,215564,4,Pop
Blac Rabbit,Seize the Day,34,0.368,0.715,5,-7.718,1,0.0452,0.00394,0.000383,0.313,0.498,146.105,302877,4,Indie_Alt
Sons Of Apollo,Goodbye Divinity,37,0.297,0.964,4,-5.716,1,0.13,0.0000977,0.0139,0.332,0.23,126.287,433000,4,Metal
Don Williams,I Believe In You,48,0.659,0.221,7,-20.219,1,0.0494,0.835,0.000396,0.139,0.56,117.945,4.092883333,3,Country
Orchards,Butterfly,46,0.587,0.932,7,-4.697,1,0.0687,0.00257,,0.0694,0.564,100.004,207882,4,Metal
The OBGMs,All My Friends,30,0.516,0.923,7,-5.288,1,0.0345,0.0000347,0.000145,0.0944,0.541,104.982,200117,4,Alt_Music
Sam Hunt,House Party,72,0.747,0.861,8,-5.251,1,0.0514,0.113,,0.026,0.859,103.966,3.170666667,4,Country
Crossfaith,RedZone,47,0.405,0.943,6,-5.399,0,0.0929,0.0000795,0.000672,0.159,0.521,175.008,227707,4,Rock
My Favourite Nemesis,Decadence,,0.541,0.958,4,-4.669,0,0.148,0.000545,0.0000675,0.246,0.249,95.015,239766,4,Metal
"Pritam, Arijit Singh",Channa Mereya,64,0.476,0.788,9,-4.821,0,0.0446,0.237,0.0000249,0.106,0.746,90.066,4.822216667,4,Bollywood
Torque,H.L.S.,22,0.375,0.938,11,-3.735,1,0.0861,0.00148,0.00265,0.403,0.583,80.117,177547,4,Metal
Bella Poarch,Build a Bitch,84,0.855,0.463,3,-7.454,1,0.0367,0.217,0.0000177,0.347,0.866,102.931,122773,4,Pop
Sara Evans,A Little Bit Stronger,62,0.536,0.65,2,-5.603,1,0.0337,0.282,0.00000116,0.0876,0.288,147.93,5.033116667,4,Country
Pheeno,Dish,33,0.849,0.423,5,-12.877,0,0.11,0.763,0.0394,0.278,0.414,136.143,137647,4,Pop
Various Artists,Tere Ishq Ka Mujhpe Hua Ye Asar / Dialogue : Halat Kuch Ti Apni Bhi ( Nagin ) - Nagin / Soundtrack Version,22,0.461,0.624,9,-6.06,1,0.108,0.847,,0.36,0.643,123.546,6.84445,4,Bollywood
Nick Cave & The Bad Seeds,Deanna,41,0.415,0.94,,-4.874,1,0.0889,0.0049,,0.144,0.439,134.392,225627,4,Indie_Alt
Dolly Parton,Coat of Many Colors,57,0.624,0.257,5,-13.341,1,0.0444,0.93,0.0000756,0.138,0.681,85.617,3.061116667,4,Country
Odetta,God's Gonna Cut You Down,28,0.717,0.143,1,-11.386,1,0.315,0.941,0.0000124,0.0929,0.487,110.86,111493,5,Blues
jxdn,Pray,68,0.552,0.333,,-7.836,1,0.027,0.0868,,0.557,0.274,139.657,119371,4,HipHop
Danny Kroha,Detroit Blues,42,0.751,0.486,,-7.8,1,0.0523,0.921,,0.0849,0.928,105.997,169040,4,Blues
Ov Sulfur,Bathe in the Flame,30,0.445,0.995,6,-3.79,1,0.134,0.00209,0.000214,0.228,0.0363,129.971,240000,4,Metal
D-Block Europe,Birds Are Chirping,60,0.748,0.47,2,-9.929,1,0.15,0.207,,0.138,0.167,134.962,215500,4,HipHop
The Rapture,Echoes,40,0.603,0.946,8,-3.369,0,0.228,0.000335,0.0604,0.0936,0.3,133.986,186520,4,Rock
Grizzly Bear,Two Weeks,69,0.537,0.712,5,-5.597,1,0.0286,0.289,0.00568,0.08,0.704,159.871,243160,4,Indie_Alt
Piers Faccini,Bring Down The Wall,28,0.454,0.387,2,-10.159,0,0.0417,0.406,0.00099,0.0783,0.686,97.995,205533,4,Rock
CV Vision,Gleiten,17,0.628,0.89,10,-10.035,0,0.0566,0.482,0.59,0.228,0.809,90.037,897708,4,Indie_Alt
Yo Triceratop,El Capitán,21,0.491,0.752,4,-5.414,0,0.0303,0.00163,0.808,0.152,0.383,150.008,262667,4,Rock
"Jo Dee Messina, Tim McGraw",Bring On The Rain,54,0.468,0.404,5,-7.25,1,0.0286,0.689,,0.177,0.148,138.115,4.002883333,4,Country
Moonspell,The Greater Good,38,0.469,0.679,2,-11.528,1,0.0335,0.00373,0.408,0.442,0.129,134.087,304360,4,Metal
Lou Reed,Perfect Day,69,0.4,0.267,10,-12.488,1,0.0323,0.744,0.00734,0.103,0.0872,144.799,225000,3,Alt_Music
Westlife,Colour My World,,0.512,0.656,5,-4.882,1,0.0321,0.0994,,0.111,0.247,135.923,3.927116667,4,Pop
Nate Fredrick,Paducah,45,0.535,0.526,2,-7.431,0,0.0283,0.0491,0.000927,0.129,0.253,139.918,210614,4,Alt_Music
David Bowie,China Girl - 2018 Remaster,59,0.651,0.699,4,-7.867,0,0.0277,0.039,0.0659,0.124,0.832,133.793,5.56361667,4,Rock
Michael Schenker Group,"Doctor, Doctor",41,0.338,0.844,1,-6.577,0,0.0452,0.0000391,0.00126,0.0774,0.284,135.984,367507,4,Rock
Die 12 Cellisten der Berliner Philharmoniker,Nobody Knows the Trouble I've Seen,34,0.105,0.0655,1,-24.937,1,0.0417,0.908,0.941,0.0923,0.0389,90.828,3.211783333,4,Instrumental
Big Jay McNeely,Deacon Rides Again,8,0.55,0.658,1,-4.166,1,0.0344,0.81,0.0000102,0.113,0.828,92.96,167867,4,Blues
my bloody valentine,Sometimes,53,0.356,0.609,7,-14.697,1,0.0514,0.0000109,0.878,0.1,0.0952,128.432,319160,4,Indie_Alt
Mick Fleetwood and Friends,Rattlesnake Shake (with Steven Tyler & Billy Gibbons) - Live from The London Palladium,38,0.492,0.871,2,-8.919,1,0.0623,0.0157,0.00405,0.847,0.354,106.399,289800,4,Blues
cleopatrick,hometown,63,0.315,0.826,7,-4.314,0,0.0636,0.00064,0.000687,0.0703,0.359,139.161,256072,4,Alt_Music
Kishore Kumar,Ham The Woh Thi,10,0.797,0.458,4,-10.843,1,0.438,0.866,,0.134,0.868,114.768,3.7316,4,Bollywood
Satellite Citi,Getaway,26,0.451,0.912,2,-4.33,1,0.0671,0.000452,0.00429,0.348,0.513,116.039,219141,4,Rock
Wishbone Ash,We Stand as One,43,0.49,0.776,9,-7.367,1,0.033,0.000239,0.00911,0.0881,0.709,160.052,255520,4,Rock
Surfaces,Sunday Best,82,0.878,0.525,5,-6.832,1,0.0578,0.183,,0.0714,0.694,112.022,158571,4,Pop
"Dolly Parton, Kenny Rogers",Islands In the Stream,57,0.595,0.473,8,-9.828,1,0.0347,0.702,,0.0725,0.716,204.016,4.154883333,4,Country
Dua Saleh,signs,43,0.711,0.663,1,-7.871,1,0.258,0.00099,0.0000813,0.324,0.768,177.041,155757,4,HipHop
St. Vincent,The Melting Of The Sun,61,0.52,0.463,10,-10.429,1,0.0958,0.609,0.0014,0.426,0.469,159.931,257520,4,Indie_Alt
The Sanctuary,hold on,,0.704,0.81,,-6.398,0,0.0583,0.0482,0.735,0.0768,0.27,127.001,208897,4,Alt_Music
Jilted John,Jilted John - Single Version,42,0.351,0.883,,-6.952,1,0.0562,0.0363,,0.499,0.88,195.666,175400,4,Alt_Music
blink-182,Bored To Death - Steve Aoki Remix,39,0.508,0.875,9,-3.262,0,0.0615,0.00275,,0.319,0.14,160.039,238500,4,Rock
Sonny Terry,Sonny's Whoopin' The Doop,15,0.636,0.701,11,-12.801,0,0.0577,0.0274,0.46,0.299,0.859,96.449,286693,4,Blues
Eels,Susan's House,42,0.736,0.439,3,-11.845,1,0.0396,0.222,0.218,0.31,0.432,80.493,223800,4,Alt_Music
Digital Underground,The Humpty Dance,65,0.813,0.693,10,-8,0,0.266,0.0341,,0.121,0.618,103.508,391693,4,HipHop
Javi That's Me,CHERRY BLOSSOMS,37,0.595,0.767,5,-13.412,0,0.678,0.109,0.00212,0.505,0.774,108.047,149029,4,Indie_Alt
Gleemer,Gauze,48,0.567,0.539,10,-8.745,1,0.0333,0.00458,0.406,0.109,0.372,81.989,297501,4,Rock
Ms. Lauryn Hill,Doo Wop (That Thing),74,0.535,0.505,2,-8.926,0,0.245,0.0393,,0.0923,0.495,99.935,320267,4,HipHop
Saint Asonia,Ghost,41,0.315,0.875,9,-4.709,0,0.0752,0.00194,0.00000279,0.298,0.142,160.015,272418,4,Metal
chemical club,Everything I Know,34,0.553,0.543,6,-6.294,1,0.0313,0.011,0.0000147,0.0844,0.658,112.977,164500,4,Indie_Alt
Royal Blood,How Did We Get So Dark?,56,0.568,0.871,1,-5.235,1,0.0494,0.00177,0.000406,0.36,0.693,133.064,197933,4,Rock
Megan Davies,Only Us (Acoustic),48,0.504,0.315,9,-11.79,0,0.0286,0.775,0.00000349,0.112,0.27,101.298,3.6397,4,Acoustic/Folk
Lady A,Like A Lady,67,0.637,0.933,8,-3.519,1,0.0343,0.0614,0.0000029,0.105,0.797,95.511,3.019983333,4,Country
Martha and the Muffins,Echo Beach,58,0.54,0.746,7,-9.412,1,0.045,0.13,0.00000873,0.0976,0.826,163.809,219867,4,Alt_Music
Ed Sheeran,Hearts Don't Break Around Here,67,0.604,0.366,7,-7.881,1,0.0267,0.719,,0.162,0.181,105.177,4.14021667,3,Acoustic/Folk
Big X,Exodus,30,0.685,0.777,1,-3.806,1,0.169,0.00469,,0.0865,0.541,97.919,164082,4,Rock
BAD DESIRE,Noah Gundersen,,0.593,0.273,,-9.239,1,0.0292,0.893,0.00214,0.104,0.209,60.983,4.23035,4,Acoustic/Folk
Mezmerized,Rage,35,0.535,0.865,10,-5.669,0,0.053,0.0000477,0.114,0.149,0.218,96.535,232850,4,Metal
Limp Bizkit,Behind Blue Eyes,72,0.595,0.489,7,-6.66,1,0.0271,0.497,,0.119,0.0902,120.315,269973,4,Rock
CADE,Who Set Us On Fire,44,0.59,0.629,6,-6.014,0,0.0619,0.228,,0.909,0.406,157.928,193033,4,Rock
Smoothboi Ezra,My Own Person,48,0.6,0.548,7,-6.977,1,0.0328,0.784,0.0000302,0.116,0.263,89.98,264873,4,Pop
Claire George,Northern Lights,27,0.723,0.577,8,-8.638,1,0.041,0.153,0.0228,0.0944,0.351,107.012,258965,4,Indie_Alt
Gun,Better Days,35,0.523,0.787,9,-13.211,1,0.0331,0.0000274,0.00434,0.272,0.671,93.465,3.70666667,4,Rock
Chicago,25 or 6 to 4 - 2002 Remaster,65,0.604,0.905,4,-7.059,0,0.0578,0.309,0.0632,0.0837,0.723,147.448,289800,4,Rock
Rob Zombie,Helter Skelter,48,0.4,0.968,7,-4.421,1,0.0769,0.000012,0.155,0.106,0.434,144.054,215938,4,Metal
Aron Burton,Little Red Rooster,32,0.395,0.458,,-12.527,1,0.0462,0.419,0.000132,0.594,0.474,168.933,378493,3,Blues
Sorry Ghost,Like a Thief,35,0.41,0.988,1,-3.097,1,0.138,0.0032,,0.17,0.742,163.998,183355,4,Rock
Foxing,Go Down Together,52,0.736,0.454,8,-9.339,1,0.0266,0.0746,0.121,0.339,0.396,113.994,195707,4,Alt_Music
The Lovin' Spoonful,Do You Believe in Magic?,68,0.553,0.738,,-7.963,1,0.0457,0.213,,0.339,0.759,138.602,125827,4,Rock
Kenny Wayne Shepherd,Diamonds & Gold,41,0.571,0.852,8,-5.752,1,0.0323,0.0418,0.0000237,0.0527,0.804,92.155,317773,4,Blues
HELLYEAH,Human,45,0.507,0.99,,-3.517,0,0.121,0.0000228,,0.347,0.28,135.053,213087,4,Rock
Alberta Adams,Messin' Around With The Blues,11,0.581,0.354,5,-8.996,0,0.0505,0.738,0.0109,0.136,0.167,82.861,387867,3,Blues
The Haunted,99,51,0.39,0.967,9,-3.619,1,0.0625,0.00000445,0.0591,0.608,0.416,177.041,238813,4,Metal
daydream Masi,Night Like This,46,0.656,0.669,5,-8.371,0,0.0415,0.0788,,0.136,0.509,149.909,183218,4,Indie_Alt
Incredible String Band,This Moment,17,0.534,0.292,2,-11.182,1,0.0373,0.643,0.000233,0.702,0.472,142.948,252320,4,Rock
PRONOUN,I WANNA DIE BUT I CAN’T (CUZ I GOTTA KEEP LIVING),47,0.505,0.928,5,-5.457,0,0.0319,0.000193,0.134,0.205,0.513,138.023,170080,4,Pop
X-Ecutioners,It's Goin' Down (feat. Mike Shinoda & Mr. Hahn),47,0.685,0.89,8,-3.943,0,0.253,0.00183,0.0107,0.0473,0.878,104.919,248267,4,Rock
Foghat,My Babe,,0.383,0.803,7,-9.353,1,0.0709,0.0861,0.0186,0.171,0.618,143.188,276760,4,Blues
Pattie,I Only Want to Be with You,35,0.467,0.563,1,-6.199,0,0.0339,0.214,0.000418,0.364,0.431,172.241,221996,4,Rock
Howler,Back of Your Neck,33,0.552,0.936,11,-2.93,1,0.28,0.314,0.0129,0.105,0.222,166.849,222573,4,Indie_Alt
FEELS,Car,21,0.487,0.678,2,-6.908,1,0.0277,0.0814,0.23,0.168,0.869,87.241,147187,4,Alt_Music
Ten Years After,I Woke up This Morning,37,0.326,0.545,9,-8.82,1,0.032,0.724,0.735,0.15,0.902,173.29,330400,3,Blues
The Chemical Brothers,Block Rockin' Beats,4,0.558,0.982,10,-3.125,0,0.063,0.0221,0.508,0.117,0.684,109.372,313667,4,Alt_Music
As I Lay Dying,A Greater Foundation,47,0.522,0.992,3,-3.234,0,0.114,0.000585,0.00093,0.665,0.365,124.983,226213,4,Metal
Ronnie Baker Brooks,Show Me (feat. Steve Cropper),23,0.623,0.87,11,-6.211,1,0.055,0.0715,0.00902,0.179,0.853,146.174,239387,4,Blues
Bailey Rushlow,Senorita - Acoustic,47,0.761,0.237,,-9.12,1,0.0353,0.664,,0.155,0.846,114.102,199056,4,Pop
Merle Haggard,I Think I'll Just Stay Here And Drink,46,0.609,0.681,9,-11.491,1,0.0394,0.0999,0.0495,0.0422,0.895,172.609,4.527783333,4,Country
Long Beach Dub Allstars,Owens Brothers,46,0.621,0.897,7,-8.113,0,0.0317,0.135,0.00239,0.208,0.906,162.127,195253,4,Rock
Tom Odell,Magnetised - Acoustic,56,0.487,0.0746,10,-12.952,0,0.0327,0.952,,0.108,0.123,106.328,292187,4,Pop
Albert Collins,"Honey, Hush aka Talking Woman Blues",47,0.862,0.707,,-6.742,1,0.0324,0.0947,0.00665,0.124,0.863,122.21,268160,4,Blues
Sick Joy,Smiling Shame,28,0.313,0.89,1,-5.344,1,0.0798,0.000155,,0.236,0.481,131.1,216644,4,Rock
Carlton Maison Quartet,Time After Time,58,0.477,0.14,,-13.756,1,0.0385,0.975,0.0893,0.0993,0.28,78.842,3.614233333,4,Instrumental
Chronixx,Black Is Beautiful,43,0.742,0.656,9,-7.091,0,0.058,0.257,0.000212,0.286,0.307,97.245,219640,4,HipHop
Eric B. & Rakim,Paid In Full,50,0.902,0.743,7,-11.136,1,0.229,0.000755,0.00104,0.0555,0.423,98.944,228267,4,HipHop
Karnatriix,Entharo Pallavi & Charanam,28,0.66,0.475,7,-10.152,1,0.0299,0.751,0.916,0.108,0.214,123.031,294013,4,Indie_Alt
The Day Of The Beast,Disturbing Roars at Twilight,31,0.236,0.96,2,-5.034,0,0.145,0.00000343,0.0181,0.23,0.118,107.975,249697,4,Metal
Marika Hackman,Drown,40,0.287,0.243,7,-15.119,1,0.0341,0.867,0.283,0.114,0.0383,117.886,231671,4,Indie_Alt
Low Island,I Do It For You,33,0.664,0.496,5,-9.51,1,0.0274,0.0551,0.0000123,0.25,0.61,82.988,213634,4,Indie_Alt
Steven Wilson,EMINENT SLEAZE,41,0.749,0.463,11,-10.398,0,0.0545,0.21,0.00000343,0.142,0.662,125.023,232928,4,Rock
Bon Jovi,Have A Nice Day,62,0.5,0.899,4,-4.066,1,0.0736,0.0000484,0.000198,0.0794,0.566,130.06,229107,4,Rock
Machine Gun Kelly,drunk face,74,0.691,0.77,7,-4.578,0,0.0367,0.0282,,0.497,0.344,90.024,143901,4,Rock
Kat Cunning,King of Shadow,51,0.591,0.547,2,-8.596,0,0.0284,0.126,,0.174,0.253,116.017,196008,4,Rock
Vintage Trouble,Blues Hand Me Down,38,0.399,0.97,5,-3.381,0,0.0625,0.00298,0.000113,0.116,0.701,161.801,225853,4,Pop
Donata Antoni,Downhill,48,0.564,0.152,7,-14.733,1,0.0524,0.983,0.941,0.103,0.137,112.873,5.016666667,3,Instrumental
The Kid LAROI,SO DONE,78,0.719,0.598,9,-6.254,1,0.077,0.232,,0.115,0.303,142.592,126521,4,HipHop
Lou Reed,"I Love You, Suzanne",41,0.53,0.858,2,-6.971,1,0.115,0.102,0.36,0.126,0.787,162.936,197707,4,Alt_Music
Hiss Golden Messenger,Everybody Needs Somebody,39,0.619,0.504,11,-6.838,1,0.0436,0.643,0.000145,0.114,0.392,129.434,210704,4,Alt_Music
Declan McKenna,Brazil,73,0.687,0.617,4,-5.213,1,0.0287,0.0941,0.0000127,0.0898,0.665,121.079,252307,4,Indie_Alt
Crowder,Run Devil Run,46,0.429,0.953,2,-3.26,1,0.179,0.0361,,0.56,0.766,174.646,206387,4,Rock
Melvoni,MILLION DOLLAR PEASANT,51,0.849,0.417,5,-8.479,1,0.105,0.11,,0.113,0.16,126.05,136992,4,HipHop
Bon Jovi,Bad Medicine,69,0.555,0.973,9,-3.804,1,0.035,0.048,,0.0853,0.805,118.642,316707,4,Rock
Kyuss,Space Cadet,52,0.461,0.168,11,-16.225,0,0.042,0.449,0.886,0.265,0.309,169.675,422464,4,Metal
Nordjevel,Rovdyr,28,0.206,0.971,8,-6.639,1,0.112,0.00000445,0.586,0.256,0.139,132.436,327985,4,Metal
Martin Garrix,We Are The People (feat. Bono & The Edge) - Official UEFA EURO 2020 Song,77,0.66,0.733,,-4.619,1,0.0359,0.248,0.00000896,0.17,0.304,119.933,217000,4,Pop
Outloved,Hurt Me,43,0.504,0.741,,-4.612,1,0.0363,0.000941,0.0000676,0.548,0.339,97.494,186535,4,Metal
Arlo Parks,Green Eyes,58,0.618,0.75,5,-6.938,0,0.0641,0.324,0.0168,0.431,0.864,88.179,197525,4,Indie_Alt
Joey Landreth,Better Together,25,0.726,0.462,,-8.077,1,0.0505,0.0344,0.0000411,0.197,0.526,84.038,210640,4,Blues
Rod Stewart,The First Cut Is the Deepest - 2008 Remaster,36,0.538,0.502,,-13.22,1,0.0331,0.219,0.0000833,0.0856,0.414,81.297,267853,4,Rock
Metallica,Master Of Puppets,74,0.543,0.836,4,-9.11,0,0.0353,0.000647,0.431,0.153,0.56,105.173,515387,4,Metal
The OBGMs,All My Friends,30,0.516,0.923,7,-5.288,1,0.0345,0.0000347,0.000145,0.0944,0.541,104.982,200117,4,Rock
Sjowgren,I Don't Know,53,0.673,0.739,1,-7.529,1,0.0266,0.0115,0.0162,0.371,0.961,111.968,195045,4,Indie_Alt
TransFixion,Tremolo,8,0.546,0.881,7,-5.045,1,0.0328,0.000181,0.000802,0.0962,0.421,99.998,294000,4,Rock
Juice WRLD,Life's A Mess (feat. Halsey),77,0.63,0.446,1,-8.9,1,0.0351,0.337,,0.166,0.177,143.078,202193,4,HipHop
Enslaved,Loke,30,0.189,0.995,11,-7.07,1,0.116,0.00000286,0.88,0.771,0.0336,81.58,261920,4,Metal
Jimi Hendrix,Are You Experienced?,49,0.403,0.763,8,-6.727,1,0.118,0.0277,0.00985,0.148,0.455,82.812,255613,4,Rock
Foo Fighters,My Hero,70,0.398,0.927,9,-4.212,1,0.0567,0.000062,0.000177,0.0575,0.311,77.106,260027,4,Rock
Sam Sparro,Black & Gold,56,0.383,0.703,4,-5.65,0,0.0763,0.00116,0.0000239,0.112,0.42,135.968,212360,1,Alt_Music
Wheatus,Teenage Dirtbag,72,0.625,0.85,4,-3.904,1,0.0495,0.346,0.000233,0.174,0.633,94.661,241667,4,Rock
Type O Negative,My Girlfriend's Girlfriend,52,0.539,0.762,4,-6.908,0,0.0339,0.158,0.908,0.0648,0.661,114.08,228827,4,Metal
Terakaft,Tenere wer tat zinchegh,18,0.568,0.574,2,-6.05,1,0.0252,0.858,0.168,0.11,0.388,93.031,288320,4,Blues
Papooz,The Garden,46,0.456,0.527,,-9.697,1,0.0257,0.185,0.0513,0.109,0.126,146.061,248085,4,Indie_Alt
Hagalaz' Runedance,The Dawning,41,0.588,0.47,11,-10.688,0,0.0586,0.0000912,0.911,0.0965,0.411,120.025,293747,4,Metal
U2,Mysterious Ways,61,0.674,0.659,8,-8.049,1,0.0277,0.00156,0.00765,0.108,0.697,99.768,243587,4,Alt_Music
Kate Tempest,The Beigeness,37,0.887,0.855,,-6.21,1,0.186,0.146,0.0000366,0.109,0.67,116.982,188777,4,Alt_Music
Crazy Cavan,My Little Sister Gotta Motorbike,38,0.446,0.816,9,-9.762,1,0.0766,0.318,,0.339,0.718,183.696,165293,4,Rock
Danzig,Her Black Wings,43,0.585,0.671,4,-10.897,1,0.0466,0.0118,0.0000812,0.104,0.49,146.287,287240,4,Rock
Michl,Deserve You,47,0.582,0.415,1,-9.094,1,0.0325,0.636,0.0000475,0.131,0.331,86.835,151724,4,Indie_Alt
FCG Heem,Shinin,44,0.514,0.387,6,-11.51,0,0.409,0.0753,,0.0485,0.461,84.112,186812,4,HipHop
Bleeding Through,Love Lost In a Hail of Gun Fire,34,0.261,0.916,11,-6.726,0,0.147,0.00063,0.000339,0.104,0.295,146.328,297173,4,Metal
Alabama,Mountain Music,61,0.467,0.526,9,-9.982,1,0.0433,0.119,,0.124,0.753,109.555,3.64355,4,Country
"Speed, Glue & Shinki",Big Headed Woman,16,0.4,0.45,7,-11.342,1,0.0597,0.0619,0.0293,0.109,0.514,139.294,375800,3,Blues
Dee Watkins,Gucci Bucket Hat,43,0.877,0.594,2,-7.009,0,0.525,0.104,,0.219,0.63,153.012,113143,4,HipHop
Alan Jackson,Write It In Red,48,0.679,0.401,2,-13.766,1,0.0275,0.348,0.000534,0.303,0.448,117.993,255148,4,Alt_Music
Treasure Fingers,Cross The Dancefloor,24,0.811,0.662,6,-7.197,0,0.143,0.0695,,0.235,0.97,125.002,293631,4,Alt_Music
Fresh,My Redemption Arc,21,0.564,0.722,5,-5.92,1,0.0291,0.153,0.0000646,0.108,0.379,135.034,174040,4,Rock
KISS,Heaven's On Fire,,0.632,0.91,,-4.727,1,0.0752,0.00115,0.000181,0.338,0.739,124.301,200853,4,Rock
10cc,Dreadlock Holiday,68,0.837,0.38,7,-13.341,0,0.064,0.541,0.00789,0.198,0.892,104.995,267947,4,Rock
Divitius,Lucid - Instrumental,35,0.39,0.984,5,-4.257,0,0.149,0.000719,0.566,0.153,0.0973,149.922,270400,4,Metal
Maria Brink,Meet Me In Fire [Feat. Andy Biersack],15,0.417,0.857,7,-5.95,1,0.0443,0.000398,0.0848,0.248,0.183,140.914,294800,4,Rock
Spank Rock,Bump - Switch Remix,16,0.777,0.693,1,-10.473,1,0.439,0.246,0.0139,0.249,0.485,126.005,447000,4,Alt_Music
Frightened Rabbit,Holy,44,0.342,0.978,9,-3.55,1,0.0969,0.174,0.345,0.1,0.252,171.348,219080,4,Rock
Steve Harley,Make Me Smile (Come up and See Me),64,0.571,0.818,,-8.277,1,0.0337,0.00706,0.000177,0.0877,0.773,141.463,239213,4,Indie_Alt
Boubacar Traoré,Karkar / Vincent,19,0.598,0.262,5,-11.871,0,0.043,0.796,0.807,0.11,0.634,136.342,323293,4,Blues
In My Lungs,Slowdance,21,0.461,0.381,6,-13.389,1,0.0532,0.88,0.761,0.149,0.445,93.574,80500,4,Indie_Alt
"Suman Kalyanpur, Mohammed Rafi",Aajkal Tere Mere Pyar Ke Charche,16,0.556,0.792,9,-10.683,1,0.0715,0.858,0.007,0.596,0.776,98.554,5.158216667,4,Bollywood
Dinosaur Jr.,Start Choppin',53,0.373,0.755,2,-7.574,1,0.103,0.00411,0.000799,0.0635,0.57,111.813,340187,4,Rock
PENPALS,The Stars My Destination,46,0.503,0.554,5,-7.551,0,0.305,0.389,,0.108,0.188,79.497,180290,4,HipHop
Wynton Kelly,Kelly Blue,32,0.588,0.223,5,-16.551,0,0.0487,0.776,0.000631,0.106,0.412,126.747,650467,4,Blues
Weezer,Hero,58,0.549,0.741,2,-3.711,1,0.0325,0.000423,0.000715,0.298,0.42,140.017,236347,4,Rock
Mike Zito,Big Mouth,41,0.604,0.743,5,-6.442,0,0.0349,0.0971,0.000131,0.0604,0.823,99.37,248080,4,Rock
Lola Flores,"Ay, pena, penita, pena",37,0.558,0.357,2,-9.382,1,0.0983,0.896,,0.342,0.691,119.958,211947,4,Pop
Nick Waterhouse,Place Names,43,0.512,0.667,3,-5.463,1,0.0273,0.63,0.0684,0.256,0.495,103.944,233357,4,Pop
"Jada Facer, Kyson Facer",Sweater Weather (Acoustic),47,0.747,0.228,10,-10.742,0,0.0343,0.83,,0.0947,0.45,116.072,2.50861667,4,Acoustic/Folk
Juggaknots,Loosifa,41,0.527,0.736,2,-8.46,0,0.102,0.00246,0.00595,0.134,0.264,148.66,309759,4,HipHop
Miike Snow,Animal,55,0.763,0.721,1,-6.767,0,0.0986,0.0117,0.00000769,0.0752,0.657,118.049,263880,4,Indie_Alt
Emmure,PIGS EAR,49,0.434,0.911,4,-6.89,1,0.11,0.000151,0.0643,0.357,0.426,139.702,131143,4,Metal
The (International) Noise Conspiracy,Smash It Up!,37,0.59,0.716,,-7.261,1,0.0528,0.00963,0.0107,0.17,0.61,149.048,193867,4,Alt_Music
